block_timestamp,transaction_hash,chainId,rootBundleId,leafId,l2TokenAddress,refundAddress,refundAmount,amountToReturn,deferredRefunds,caller
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x07ae8551be970cb1cca11dd7a11f47ae82e70e67,374766713267912064,0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x699ee12a1d97437a4a1e87c71e5d882b3881e2e3,196751065287522092,0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x394311a6aaa0d8e3411d8b62de4578d41322d1bd,20000174059737867,0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x96ae533814f9a128333a2914a631b9ae690e2b0a,14935843602346712,0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x852f57dd17edbb0bedae8c55dd4b20feb3133089,9975000000000000,0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xcad97616f91872c02ba3553db315db4015cbe850,5550624221740901,0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xef1ec136931ab5728b0783fd87d109c9d15d31f1,1470000000000000,0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x2f9d1d528b055e5fad132f65be128551f1c4a503,1416481206241389,0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,15858,30,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x15652636f3898f550b257b89926d5566821c32e1,770000000000000,0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
2025-12-01 23:44:09.000000 UTC,0x865415681191471b0b928ad301fd67ac2b40597f0b1e07734f16be29a8832964,42161,15858,32,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0xef1ec136931ab5728b0783fd87d109c9d15d31f1,7184041404,0,False,0xf7bac63fc7ceacf0589f25454ecf5c2ce904997c
